id,order_day_numb,order_time_numb,order_day,order_time,d_hour,d_minute,d_second,dtimes,from,to,sum_transaction,from_name,to_name,from_group,to_group,from_Outstanding_DayBegin,to_Outstanding_DayBegin,from_DayChange_Income,from_DayChange_Outcome,to_DayChange_Income,to_DayChange_Outcome,from_Outstanding_DayEnd,to_Outstanding_DayEnd,from_DayChange_pr,to_DayChange_pr,graph_type,per5mnum,per5mbeg,per5mend,color_from,color_to,from_fixed,from_coord_x,from_coord_y,to_fixed,to_coord_x,to_coord_y
2438,1,3073,2016-06-20,12:54:14,12,54,14,2016-06-20 12:54:14,15,14,0.13,Pivd,AgriCole,Group 1,Belonging to foreign banking groups ,19.00,42.00,27.13,27.13,37.77,21.76,19.00,58.01,0.000,0.381,directed,47,12:50:00,12:55:00,7,9,False,NA,NA,True,0,-600
2439,1,3074,2016-06-20,12:54:17,12,54,17,2016-06-20 12:54:17,2,15,0.17,Oschad,Pivd,With State Participation,Group 1,74.00,19.00,34.38,42.39,27.30,27.13,65.99,19.17,-0.108,0.009,directed,47,12:50:00,12:55:00,4,7,True,-600,0,False,NA,NA
2440,1,3075,2016-06-20,12:54:24,12,54,24,2016-06-20 12:54:24,15,1,0.18,Pivd,Privat,Group 1,Privat,19.00,100.00,27.30,27.31,42.98,16.85,18.99,126.13,0.000,0.261,directed,47,12:50:00,12:55:00,5,8,False,NA,NA,True,0,600
2441,1,3078,2016-06-20,12:54:31,12,54,31,2016-06-20 12:54:31,5,14,0.32,Aval,AgriCole,Belonging to foreign banking groups ,Belonging to foreign banking groups ,38.00,42.00,39.43,34.76,38.09,21.76,42.67,58.33,0.123,0.389,directed,47,12:50:00,12:55:00,8,9,False,NA,NA,True,0,-600
2442,1,3079,2016-06-20,12:54:35,12,54,35,2016-06-20 12:54:35,9,7,0.24,Fuib,Sber,Group 1,Russian,31.00,43.00,30.50,33.96,36.26,39.85,27.54,39.41,-0.112,-0.084,directed,47,12:50:00,12:55:00,4,5,False,NA,NA,True,450,-450
2443,1,3080,2016-06-20,12:54:41,12,54,41,2016-06-20 12:54:41,8,7,0.31,Alfa,Sber,Russian,Russian,49.00,43.00,32.52,38.72,36.57,39.85,42.80,39.72,-0.126,-0.076,directed,47,12:50:00,12:55:00,4,5,False,NA,NA,True,450,-450
2444,1,3081,2016-06-20,12:54:43,12,54,43,2016-06-20 12:54:43,11,15,0.19,UkrSib,Pivd,Group 1,Group 1,28.00,19.00,29.27,37.36,27.49,27.31,19.91,19.18,-0.289,0.010,directed,47,12:50:00,12:55:00,4,7,False,NA,NA,False,NA,NA
2445,1,3082,2016-06-20,12:54:49,12,54,49,2016-06-20 12:54:49,4,11,0.31,PIB,UkrSib,Russian,Group 1,40.00,28.00,30.59,38.34,29.58,37.36,32.26,20.22,-0.194,-0.278,directed,47,12:50:00,12:55:00,4,4,True,450,450,False,NA,NA
2446,1,3083,2016-06-20,12:54:58,12,54,58,2016-06-20 12:54:58,6,7,0.37,UkrSoc,Sber,Russian,Russian,39.00,43.00,36.43,38.84,36.94,39.85,36.59,40.09,-0.062,-0.068,directed,47,12:50:00,12:55:00,5,5,False,NA,NA,True,450,-450
2447,1,3084,2016-06-20,12:55:06,12,55,6,2016-06-20 12:55:06,9,2,0.26,Fuib,Oschad,Group 1,With State Participation,31.00,74.00,30.50,34.21,34.64,42.39,27.28,66.25,-0.120,-0.105,directed,48,12:55:00,13:00:00,4,4,False,NA,NA,True,-600,0
2448,1,3085,2016-06-20,12:55:10,12,55,10,2016-06-20 12:55:10,11,18,0.22,UkrSib,Citi,Group 1,Belonging to foreign banking groups ,28.00,30.00,29.58,37.58,32.74,22.49,20.00,40.25,-0.286,0.342,directed,48,12:55:00,13:00:00,4,9,False,NA,NA,False,NA,NA
2449,1,3086,2016-06-20,12:55:11,12,55,11,2016-06-20 12:55:11,9,11,0.27,Fuib,UkrSib,Group 1,Group 1,31.00,28.00,30.50,34.48,29.85,37.58,27.01,20.27,-0.129,-0.276,directed,48,12:55:00,13:00:00,4,4,False,NA,NA,False,NA,NA
2450,1,3088,2016-06-20,12:55:26,12,55,26,2016-06-20 12:55:26,6,14,0.48,UkrSoc,AgriCole,Russian,Belonging to foreign banking groups ,39.00,42.00,36.43,39.32,38.56,21.76,36.12,58.81,-0.074,0.400,directed,48,12:55:00,13:00:00,5,9,False,NA,NA,True,0,-600
2451,1,3089,2016-06-20,12:55:32,12,55,32,2016-06-20 12:55:32,9,20,0.16,Fuib,KreditDnipro,Group 1,Group 1,31.00,17.00,30.50,34.64,18.69,9.79,26.85,25.90,-0.134,0.524,directed,48,12:55:00,13:00:00,4,10,False,NA,NA,False,NA,NA
2452,1,3091,2016-06-20,12:55:38,12,55,38,2016-06-20 12:55:38,9,16,0.21,Fuib,Fido,Group 1,Group 1,31.00,21.00,30.50,34.85,24.23,27.06,26.64,18.17,-0.141,-0.135,directed,48,12:55:00,13:00:00,4,4,False,NA,NA,False,NA,NA
2453,1,3092,2016-06-20,12:55:46,12,55,46,2016-06-20 12:55:46,16,20,0.18,Fido,KreditDnipro,Group 1,Group 1,21.00,17.00,24.23,27.24,18.88,9.79,17.99,26.08,-0.144,0.534,directed,48,12:55:00,13:00:00,4,10,False,NA,NA,False,NA,NA
2454,1,3094,2016-06-20,12:56:03,12,56,3,2016-06-20 12:56:03,10,9,0.22,Vtb,Fuib,Russian,Group 1,29.00,31.00,29.98,34.65,30.72,34.85,24.33,26.87,-0.161,-0.133,directed,48,12:55:00,13:00:00,4,4,True,600,0,False,NA,NA
2455,1,3095,2016-06-20,12:56:11,12,56,11,2016-06-20 12:56:11,12,10,0.19,UkrGaz,Vtb,With State Participation,Russian,27.00,29.00,30.41,31.71,30.17,34.65,25.70,24.52,-0.048,-0.154,directed,48,12:55:00,13:00:00,5,4,True,-450,450,True,600,0
2456,1,3096,2016-06-20,12:56:19,12,56,19,2016-06-20 12:56:19,2,17,0.25,Oschad,Ing,With State Participation,Belonging to foreign banking groups ,74.00,25.00,34.64,42.64,32.60,17.38,66.00,40.22,-0.108,0.609,directed,48,12:55:00,13:00:00,4,10,True,-600,0,False,NA,NA
2457,1,3097,2016-06-20,12:56:26,12,56,26,2016-06-20 12:56:26,13,7,0.19,OTP,Sber,Belonging to foreign banking groups ,Russian,25.00,43.00,24.70,37.95,37.13,39.85,11.75,40.28,-0.530,-0.063,directed,48,12:55:00,13:00:00,2,5,False,NA,NA,True,450,-450
2458,1,3098,2016-06-20,12:56:32,12,56,32,2016-06-20 12:56:32,16,18,0.16,Fido,Citi,Group 1,Belonging to foreign banking groups ,21.00,30.00,24.23,27.40,32.90,22.49,17.82,40.41,-0.151,0.347,directed,48,12:55:00,13:00:00,4,9,False,NA,NA,False,NA,NA
2459,1,3099,2016-06-20,12:56:33,12,56,33,2016-06-20 12:56:33,5,19,0.20,Aval,Kreschatyk,Belonging to foreign banking groups ,Group 1,38.00,19.00,39.43,34.95,6.37,28.89,42.48,0.00,0.118,-1.000,directed,48,12:55:00,13:00:00,8,1,False,NA,NA,False,NA,NA
2460,1,3100,2016-06-20,12:56:39,12,56,39,2016-06-20 12:56:39,20,16,0.16,KreditDnipro,Fido,Group 1,Group 1,17.00,21.00,18.88,9.95,24.39,27.40,25.92,17.98,0.525,-0.144,directed,48,12:55:00,13:00:00,10,4,False,NA,NA,False,NA,NA
2461,1,3101,2016-06-20,12:56:47,12,56,47,2016-06-20 12:56:47,8,5,0.33,Alfa,Aval,Russian,Belonging to foreign banking groups ,49.00,38.00,32.52,39.05,39.76,34.95,42.48,42.81,-0.133,0.126,directed,48,12:55:00,13:00:00,4,8,False,NA,NA,False,NA,NA
2462,1,3102,2016-06-20,12:56:47,12,56,47,2016-06-20 12:56:47,17,1,0.17,Ing,Privat,Belonging to foreign banking groups ,Privat,25.00,100.00,32.60,17.54,43.15,16.85,40.05,126.30,0.602,0.263,directed,48,12:55:00,13:00:00,10,8,False,NA,NA,True,0,600
2463,1,3103,2016-06-20,12:56:50,12,56,50,2016-06-20 12:56:50,7,6,0.29,Sber,UkrSoc,Russian,Russian,43.00,39.00,37.13,40.14,36.72,39.32,39.99,36.40,-0.070,-0.067,directed,48,12:55:00,13:00:00,5,5,True,450,-450,False,NA,NA
2464,1,3104,2016-06-20,12:56:56,12,56,56,2016-06-20 12:56:56,3,1,0.66,Exim,Privat,With State Participation,Privat,60.00,100.00,41.91,40.75,43.81,16.85,61.16,126.96,0.019,0.270,directed,48,12:55:00,13:00:00,7,8,True,-450,-450,True,0,600
2465,1,3105,2016-06-20,12:57:04,12,57,4,2016-06-20 12:57:04,20,1,0.19,KreditDnipro,Privat,Group 1,Privat,17.00,100.00,18.88,10.14,44.00,16.85,25.73,127.15,0.514,0.272,directed,48,12:55:00,13:00:00,10,8,False,NA,NA,True,0,600
2466,1,3108,2016-06-20,12:57:22,12,57,22,2016-06-20 12:57:22,4,16,0.14,PIB,Fido,Russian,Group 1,40.00,21.00,30.59,38.48,24.52,27.40,32.12,18.12,-0.197,-0.137,directed,48,12:55:00,13:00:00,4,4,True,450,450,False,NA,NA
2467,1,3109,2016-06-20,12:57:22,12,57,22,2016-06-20 12:57:22,11,17,0.27,UkrSib,Ing,Group 1,Belonging to foreign banking groups ,28.00,25.00,29.85,37.85,32.86,17.54,20.00,40.32,-0.286,0.613,directed,48,12:55:00,13:00:00,4,10,False,NA,NA,False,NA,NA
2468,1,3110,2016-06-20,12:57:23,12,57,23,2016-06-20 12:57:23,16,10,0.25,Fido,Vtb,Group 1,Russian,21.00,29.00,24.52,27.65,30.42,34.65,17.87,24.77,-0.149,-0.146,directed,48,12:55:00,13:00:00,4,4,False,NA,NA,True,600,0
2469,1,3112,2016-06-20,12:57:29,12,57,29,2016-06-20 12:57:29,20,7,0.13,KreditDnipro,Sber,Group 1,Russian,17.00,43.00,18.88,10.28,37.26,40.14,25.60,40.12,0.506,-0.067,directed,48,12:55:00,13:00:00,10,5,False,NA,NA,True,450,-450
2470,1,3113,2016-06-20,12:57:37,12,57,37,2016-06-20 12:57:37,3,7,0.42,Exim,Sber,With State Participation,Russian,60.00,43.00,41.91,41.17,37.68,40.14,60.74,40.54,0.012,-0.057,directed,48,12:55:00,13:00:00,7,5,True,-450,-450,True,450,-450
2471,1,3114,2016-06-20,12:57:40,12,57,40,2016-06-20 12:57:40,7,10,0.34,Sber,Vtb,Russian,Russian,43.00,29.00,37.68,40.47,30.76,34.65,40.20,25.11,-0.065,-0.134,directed,48,12:55:00,13:00:00,5,4,True,450,-450,True,600,0
2472,1,3115,2016-06-20,12:57:44,12,57,44,2016-06-20 12:57:44,9,17,0.26,Fuib,Ing,Group 1,Belonging to foreign banking groups ,31.00,25.00,30.72,35.11,33.12,17.54,26.61,40.57,-0.142,0.623,directed,48,12:55:00,13:00:00,4,10,False,NA,NA,False,NA,NA
2473,1,3116,2016-06-20,12:57:50,12,57,50,2016-06-20 12:57:50,15,18,0.19,Pivd,Citi,Group 1,Belonging to foreign banking groups ,19.00,30.00,27.49,27.50,33.09,22.49,18.99,40.60,-0.001,0.353,directed,48,12:55:00,13:00:00,5,9,False,NA,NA,False,NA,NA
2474,1,3117,2016-06-20,12:57:57,12,57,57,2016-06-20 12:57:57,3,7,0.39,Exim,Sber,With State Participation,Russian,60.00,43.00,41.91,41.56,38.06,40.47,60.36,40.59,0.006,-0.056,directed,48,12:55:00,13:00:00,7,5,True,-450,-450,True,450,-450
2475,1,3118,2016-06-20,12:57:57,12,57,57,2016-06-20 12:57:57,13,4,0.22,OTP,PIB,Belonging to foreign banking groups ,Russian,25.00,40.00,24.70,38.17,30.81,38.48,11.53,32.34,-0.539,-0.192,directed,48,12:55:00,13:00:00,2,4,False,NA,NA,True,450,450
2476,1,3120,2016-06-20,12:58:10,12,58,10,2016-06-20 12:58:10,16,2,0.25,Fido,Oschad,Group 1,With State Participation,21.00,74.00,24.52,27.90,34.89,42.64,17.62,66.24,-0.161,-0.105,directed,48,12:55:00,13:00:00,4,4,False,NA,NA,True,-600,0
2477,1,3121,2016-06-20,12:58:13,12,58,13,2016-06-20 12:58:13,7,8,0.31,Sber,Alfa,Russian,Russian,43.00,49.00,38.06,40.78,32.83,39.05,40.28,42.79,-0.063,-0.127,directed,48,12:55:00,13:00:00,5,4,True,450,-450,False,NA,NA
2478,1,3123,2016-06-20,12:58:22,12,58,22,2016-06-20 12:58:22,11,15,0.13,UkrSib,Pivd,Group 1,Group 1,28.00,19.00,29.85,37.97,27.62,27.50,19.88,19.12,-0.290,0.006,directed,48,12:55:00,13:00:00,4,7,False,NA,NA,False,NA,NA
2479,1,3124,2016-06-20,12:58:29,12,58,29,2016-06-20 12:58:29,19,2,0.17,Kreschatyk,Oschad,Group 1,With State Participation,19.00,74.00,6.37,29.05,35.05,42.64,0.00,66.41,-1.000,-0.103,directed,48,12:55:00,13:00:00,1,4,False,NA,NA,True,-600,0
2480,1,3125,2016-06-20,12:58:32,12,58,32,2016-06-20 12:58:32,11,19,0.21,UkrSib,Kreschatyk,Group 1,Group 1,28.00,19.00,29.85,38.19,6.58,29.05,19.66,0.00,-0.298,-1.000,directed,48,12:55:00,13:00:00,4,1,False,NA,NA,False,NA,NA
2481,1,3126,2016-06-20,12:58:37,12,58,37,2016-06-20 12:58:37,10,3,0.37,Vtb,Exim,Russian,With State Participation,29.00,60.00,30.76,35.02,42.29,41.56,24.74,60.73,-0.147,0.012,directed,48,12:55:00,13:00:00,4,7,True,600,0,True,-450,-450
2482,1,3128,2016-06-20,12:58:45,12,58,45,2016-06-20 12:58:45,3,10,0.25,Exim,Vtb,With State Participation,Russian,60.00,29.00,42.29,41.81,31.01,35.02,60.48,24.99,0.008,-0.138,directed,48,12:55:00,13:00:00,7,4,True,-450,-450,True,600,0
2483,1,3129,2016-06-20,12:58:50,12,58,50,2016-06-20 12:58:50,3,2,0.75,Exim,Oschad,With State Participation,With State Participation,60.00,74.00,42.29,42.56,35.80,42.64,59.73,67.16,-0.005,-0.092,directed,48,12:55:00,13:00:00,5,5,True,-450,-450,True,-600,0
2484,1,3131,2016-06-20,12:58:59,12,58,59,2016-06-20 12:58:59,11,12,0.22,UkrSib,UkrGaz,Group 1,With State Participation,28.00,27.00,29.85,38.41,30.62,31.71,19.45,25.92,-0.306,-0.040,directed,48,12:55:00,13:00:00,3,5,False,NA,NA,True,-450,450
2485,1,3133,2016-06-20,12:59:11,12,59,11,2016-06-20 12:59:11,6,8,0.43,UkrSoc,Alfa,Russian,Russian,39.00,49.00,36.72,39.75,33.27,39.05,35.97,43.22,-0.078,-0.118,directed,48,12:55:00,13:00:00,5,4,False,NA,NA,False,NA,NA
2486,1,3134,2016-06-20,12:59:15,12,59,15,2016-06-20 12:59:15,18,17,0.19,Citi,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,30.00,25.00,33.09,22.68,33.31,17.54,40.41,40.76,0.347,0.631,directed,48,12:55:00,13:00:00,9,10,False,NA,NA,False,NA,NA
2487,1,3135,2016-06-20,12:59:17,12,59,17,2016-06-20 12:59:17,9,6,0.22,Fuib,UkrSoc,Group 1,Russian,31.00,39.00,30.72,35.33,36.94,39.75,26.39,36.19,-0.149,-0.072,directed,48,12:55:00,13:00:00,4,5,False,NA,NA,False,NA,NA
2488,1,3136,2016-06-20,12:59:17,12,59,17,2016-06-20 12:59:17,8,1,0.36,Alfa,Privat,Russian,Privat,49.00,100.00,33.27,39.41,44.36,16.85,42.86,127.51,-0.125,0.275,directed,48,12:55:00,13:00:00,4,8,False,NA,NA,True,0,600
2489,1,3137,2016-06-20,12:59:24,12,59,24,2016-06-20 12:59:24,13,14,0.29,OTP,AgriCole,Belonging to foreign banking groups ,Belonging to foreign banking groups ,25.00,42.00,24.70,38.46,38.86,21.76,11.23,59.10,-0.551,0.407,directed,48,12:55:00,13:00:00,2,9,False,NA,NA,True,0,-600
2490,1,3138,2016-06-20,12:59:24,12,59,24,2016-06-20 12:59:24,5,2,0.46,Aval,Oschad,Belonging to foreign banking groups ,With State Participation,38.00,74.00,39.76,35.41,36.26,42.64,42.35,67.62,0.114,-0.086,directed,48,12:55:00,13:00:00,8,5,False,NA,NA,True,-600,0
2491,1,3139,2016-06-20,12:59:25,12,59,25,2016-06-20 12:59:25,3,18,0.20,Exim,Citi,With State Participation,Belonging to foreign banking groups ,60.00,30.00,42.29,42.76,33.30,22.68,59.52,40.62,-0.008,0.354,directed,48,12:55:00,13:00:00,5,9,True,-450,-450,False,NA,NA
2492,1,3140,2016-06-20,12:59:33,12,59,33,2016-06-20 12:59:33,16,13,0.23,Fido,OTP,Group 1,Belonging to foreign banking groups ,21.00,25.00,24.52,28.13,24.92,38.46,17.40,11.46,-0.172,-0.542,directed,48,12:55:00,13:00:00,4,2,False,NA,NA,False,NA,NA
2493,1,3141,2016-06-20,12:59:41,12,59,41,2016-06-20 12:59:41,1,6,0.43,Privat,UkrSoc,Privat,Russian,100.00,39.00,44.36,17.28,37.37,39.75,127.08,36.62,0.271,-0.061,directed,48,12:55:00,13:00:00,8,5,True,0,600,False,NA,NA
2494,1,3143,2016-06-20,12:59:50,12,59,50,2016-06-20 12:59:50,13,2,0.28,OTP,Oschad,Belonging to foreign banking groups ,With State Participation,25.00,74.00,24.92,38.74,36.54,42.64,11.18,67.90,-0.553,-0.082,directed,48,12:55:00,13:00:00,2,5,False,NA,NA,True,-600,0
2495,1,3145,2016-06-20,14:00:00,14,0,0,2016-06-20 14:00:00,3,6,0.39,Exim,UkrSoc,With State Participation,Russian,60.00,39.00,42.29,43.15,37.76,39.75,59.13,37.01,-0.014,-0.051,directed,48,12:55:00,13:00:00,5,5,True,-450,-450,False,NA,NA
2496,1,3146,2016-06-20,14:00:03,14,0,3,2016-06-20 14:00:03,10,6,0.31,Vtb,UkrSoc,Russian,Russian,29.00,39.00,31.01,35.33,38.07,39.75,24.68,37.32,-0.149,-0.043,directed,49,14:00:00,14:05:00,4,5,True,600,0,False,NA,NA
2497,1,3147,2016-06-20,14:00:08,14,0,8,2016-06-20 14:00:08,19,14,0.14,Kreschatyk,AgriCole,Group 1,Belonging to foreign banking groups ,19.00,42.00,6.58,29.19,39.00,21.76,0.00,59.24,-1.000,0.411,directed,49,14:00:00,14:05:00,1,9,False,NA,NA,True,0,-600
2498,1,3148,2016-06-20,14:00:14,14,0,14,2016-06-20 14:00:14,2,12,0.20,Oschad,UkrGaz,With State Participation,With State Participation,74.00,27.00,36.54,42.84,30.82,31.71,67.70,26.12,-0.085,-0.033,directed,49,14:00:00,14:05:00,5,5,True,-600,0,True,-450,450
2499,1,3149,2016-06-20,14:00:19,14,0,19,2016-06-20 14:00:19,11,1,0.33,UkrSib,Privat,Group 1,Privat,28.00,100.00,29.85,38.73,44.69,17.28,19.12,127.41,-0.317,0.274,directed,49,14:00:00,14:05:00,3,8,False,NA,NA,True,0,600
2500,1,3152,2016-06-20,14:00:32,14,0,32,2016-06-20 14:00:32,19,13,0.17,Kreschatyk,OTP,Group 1,Belonging to foreign banking groups ,19.00,25.00,6.58,29.36,25.09,38.74,0.00,11.35,-1.000,-0.546,directed,49,14:00:00,14:05:00,1,2,False,NA,NA,False,NA,NA
2501,1,3153,2016-06-20,14:00:40,14,0,40,2016-06-20 14:00:40,11,8,0.30,UkrSib,Alfa,Group 1,Russian,28.00,49.00,29.85,39.03,33.56,39.41,18.82,43.15,-0.328,-0.119,directed,49,14:00:00,14:05:00,3,4,False,NA,NA,False,NA,NA
2502,1,3154,2016-06-20,14:00:41,14,0,41,2016-06-20 14:00:41,17,2,0.29,Ing,Oschad,Belonging to foreign banking groups ,With State Participation,25.00,74.00,33.31,17.83,36.83,42.84,40.47,67.99,0.619,-0.081,directed,49,14:00:00,14:05:00,10,5,False,NA,NA,True,-600,0
2503,1,3157,2016-06-20,14:00:51,14,0,51,2016-06-20 14:00:51,15,7,0.13,Pivd,Sber,Group 1,Russian,19.00,43.00,27.62,27.63,38.20,40.78,18.99,40.41,-0.001,-0.060,directed,49,14:00:00,14:05:00,5,5,False,NA,NA,True,450,-450
2504,1,3158,2016-06-20,14:00:57,14,0,57,2016-06-20 14:00:57,7,11,0.30,Sber,UkrSib,Russian,Group 1,43.00,28.00,38.20,41.08,30.15,39.03,40.11,19.12,-0.067,-0.317,directed,49,14:00:00,14:05:00,5,3,True,450,-450,False,NA,NA
2505,1,3160,2016-06-20,14:01:06,14,1,6,2016-06-20 14:01:06,3,9,0.34,Exim,Fuib,With State Participation,Group 1,60.00,31.00,42.29,43.50,31.06,35.33,58.79,26.73,-0.020,-0.138,directed,49,14:00:00,14:05:00,5,4,True,-450,-450,False,NA,NA
2506,1,3161,2016-06-20,14:01:12,14,1,12,2016-06-20 14:01:12,20,8,0.19,KreditDnipro,Alfa,Group 1,Russian,17.00,49.00,18.88,10.46,33.75,39.41,25.41,43.34,0.495,-0.116,directed,49,14:00:00,14:05:00,9,4,False,NA,NA,False,NA,NA
2507,1,3162,2016-06-20,14:01:20,14,1,20,2016-06-20 14:01:20,4,10,0.29,PIB,Vtb,Russian,Russian,40.00,29.00,30.81,38.77,31.30,35.33,32.05,24.97,-0.199,-0.139,directed,49,14:00:00,14:05:00,4,4,True,450,450,True,600,0
2508,1,3163,2016-06-20,14:01:24,14,1,24,2016-06-20 14:01:24,1,3,0.65,Privat,Exim,Privat,With State Participation,100.00,60.00,44.69,17.94,42.94,43.50,126.75,59.44,0.268,-0.009,directed,49,14:00:00,14:05:00,8,5,True,0,600,True,-450,-450
2509,1,3164,2016-06-20,14:01:29,14,1,29,2016-06-20 14:01:29,12,15,0.14,UkrGaz,Pivd,With State Participation,Group 1,27.00,19.00,30.82,31.85,27.76,27.63,25.98,19.13,-0.038,0.007,directed,49,14:00:00,14:05:00,5,7,True,-450,450,False,NA,NA
2510,1,3165,2016-06-20,14:01:35,14,1,35,2016-06-20 14:01:35,2,6,0.25,Oschad,UkrSoc,With State Participation,Russian,74.00,39.00,36.83,43.09,38.32,39.75,67.74,37.57,-0.085,-0.037,directed,49,14:00:00,14:05:00,5,5,True,-600,0,False,NA,NA
2511,1,3166,2016-06-20,14:01:35,14,1,35,2016-06-20 14:01:35,12,15,0.17,UkrGaz,Pivd,With State Participation,Group 1,27.00,19.00,30.82,32.02,27.93,27.63,25.80,19.30,-0.044,0.016,directed,49,14:00:00,14:05:00,5,7,True,-450,450,False,NA,NA
2512,1,3167,2016-06-20,14:01:43,14,1,43,2016-06-20 14:01:43,11,2,0.26,UkrSib,Oschad,Group 1,With State Participation,28.00,74.00,30.15,39.29,37.09,43.09,18.86,68.00,-0.326,-0.081,directed,49,14:00:00,14:05:00,3,5,False,NA,NA,True,-600,0
2513,1,3168,2016-06-20,14:01:45,14,1,45,2016-06-20 14:01:45,8,5,0.36,Alfa,Aval,Russian,Belonging to foreign banking groups ,49.00,38.00,33.75,39.77,40.12,35.41,42.98,42.71,-0.123,0.124,directed,49,14:00:00,14:05:00,4,8,False,NA,NA,False,NA,NA
2514,1,3169,2016-06-20,14:01:50,14,1,50,2016-06-20 14:01:50,20,8,0.12,KreditDnipro,Alfa,Group 1,Russian,17.00,49.00,18.88,10.58,33.87,39.77,25.30,43.09,0.488,-0.121,directed,49,14:00:00,14:05:00,9,4,False,NA,NA,False,NA,NA
2515,1,3170,2016-06-20,14:01:52,14,1,52,2016-06-20 14:01:52,10,20,0.17,Vtb,KreditDnipro,Russian,Group 1,29.00,17.00,31.30,35.50,19.04,10.58,24.80,25.46,-0.145,0.498,directed,49,14:00:00,14:05:00,4,9,True,600,0,False,NA,NA
2516,1,3171,2016-06-20,14:01:57,14,1,57,2016-06-20 14:01:57,20,1,0.18,KreditDnipro,Privat,Group 1,Privat,17.00,100.00,19.04,10.76,44.87,17.94,25.29,126.93,0.487,0.269,directed,49,14:00:00,14:05:00,9,8,False,NA,NA,True,0,600
2517,1,3172,2016-06-20,14:02:00,14,2,0,2016-06-20 14:02:00,9,12,0.25,Fuib,UkrGaz,Group 1,With State Participation,31.00,27.00,31.06,35.58,31.07,32.02,26.48,26.06,-0.146,-0.035,directed,49,14:00:00,14:05:00,4,5,False,NA,NA,True,-450,450
2518,1,3173,2016-06-20,14:02:07,14,2,7,2016-06-20 14:02:07,18,11,0.21,Citi,UkrSib,Belonging to foreign banking groups ,Group 1,30.00,28.00,33.30,22.89,30.36,39.29,40.41,19.07,0.347,-0.319,directed,49,14:00:00,14:05:00,9,3,False,NA,NA,False,NA,NA
2519,1,3174,2016-06-20,14:02:15,14,2,15,2016-06-20 14:02:15,4,8,0.33,PIB,Alfa,Russian,Russian,40.00,49.00,30.81,39.10,34.19,39.77,31.72,43.42,-0.207,-0.114,directed,49,14:00:00,14:05:00,4,4,True,450,450,False,NA,NA
2520,1,3175,2016-06-20,14:02:18,14,2,18,2016-06-20 14:02:18,5,4,0.28,Aval,PIB,Belonging to foreign banking groups ,Russian,38.00,40.00,40.12,35.70,31.10,39.10,42.43,32.00,0.117,-0.200,directed,49,14:00:00,14:05:00,8,4,False,NA,NA,True,450,450
2521,1,3176,2016-06-20,14:02:26,14,2,26,2016-06-20 14:02:26,5,13,0.22,Aval,OTP,Belonging to foreign banking groups ,Belonging to foreign banking groups ,38.00,25.00,40.12,35.92,25.31,38.74,42.21,11.57,0.111,-0.537,directed,49,14:00:00,14:05:00,8,2,False,NA,NA,False,NA,NA
2522,1,3177,2016-06-20,14:02:30,14,2,30,2016-06-20 14:02:30,15,11,0.13,Pivd,UkrSib,Group 1,Group 1,19.00,28.00,27.93,27.76,30.49,39.29,19.17,19.21,0.009,-0.314,directed,49,14:00:00,14:05:00,7,3,False,NA,NA,False,NA,NA
2523,1,3178,2016-06-20,14:02:30,14,2,30,2016-06-20 14:02:30,10,11,0.28,Vtb,UkrSib,Russian,Group 1,29.00,28.00,31.30,35.78,30.78,39.29,24.52,19.49,-0.154,-0.304,directed,49,14:00:00,14:05:00,4,3,True,600,0,False,NA,NA
2524,1,3179,2016-06-20,14:02:37,14,2,37,2016-06-20 14:02:37,4,7,0.29,PIB,Sber,Russian,Russian,40.00,43.00,31.10,39.39,38.49,41.08,31.71,40.40,-0.207,-0.060,directed,49,14:00:00,14:05:00,4,5,True,450,450,True,450,-450
2525,1,3180,2016-06-20,14:02:38,14,2,38,2016-06-20 14:02:38,11,14,0.18,UkrSib,AgriCole,Group 1,Belonging to foreign banking groups ,28.00,42.00,30.78,39.47,39.18,21.76,19.31,59.43,-0.310,0.415,directed,49,14:00:00,14:05:00,3,9,False,NA,NA,True,0,-600
2526,1,3181,2016-06-20,14:02:40,14,2,40,2016-06-20 14:02:40,13,15,0.17,OTP,Pivd,Belonging to foreign banking groups ,Group 1,25.00,19.00,25.31,38.91,28.10,27.76,11.40,19.33,-0.544,0.018,directed,49,14:00:00,14:05:00,2,7,False,NA,NA,False,NA,NA
2527,1,3182,2016-06-20,14:02:41,14,2,41,2016-06-20 14:02:41,12,14,0.32,UkrGaz,AgriCole,With State Participation,Belonging to foreign banking groups ,27.00,42.00,31.07,32.33,39.50,21.76,25.74,59.74,-0.047,0.422,directed,49,14:00:00,14:05:00,5,9,True,-450,450,True,0,-600
2528,1,3183,2016-06-20,14:02:48,14,2,48,2016-06-20 14:02:48,18,11,0.32,Citi,UkrSib,Belonging to foreign banking groups ,Group 1,30.00,28.00,33.30,23.21,31.10,39.47,40.08,19.63,0.336,-0.299,directed,49,14:00:00,14:05:00,9,4,False,NA,NA,False,NA,NA
2529,1,3184,2016-06-20,14:02:55,14,2,55,2016-06-20 14:02:55,14,12,0.25,AgriCole,UkrGaz,Belonging to foreign banking groups ,With State Participation,42.00,27.00,39.50,22.01,31.33,32.33,59.49,25.99,0.416,-0.037,directed,49,14:00:00,14:05:00,9,5,True,0,-600,True,-450,450
